IMFSP2_ItemFamilyGroup,IMITEM_ItemNumber,IMSIZ1_SizeSpec1,IMSIZ2_SizeSpec2,IMSIZ3_SizeSpec3,IMDSC2_Description2,IMWPFT_WeightPerFoot,IOACST_AverageCost,IOQOH_QuantityOnHand,IOQOO_QuantityOnOrder,IOQ_TOTAL_TotalQuantityOnOrder,IMDSC1_Description1,IMWUOM_WeightUnitOfMeasure,IMCSMO_CostingModel
"AT06.500-04.000 HF 4130M7  AR                                         ",52180,6.5000,4.0000,1.2500,"HF 4130M7  AR                 ",70.089,0.0000,4.250,0.000,0.000,"6.500 OD 4.000 ID 1.250 WALL  ",PLI,"DEFAULT                            "
"AT06.500-04.000 HF 4140 110-125KSI                                    ",52477,6.5000,4.0000,1.2500,"HF 4140 110-125KSI            ",70.089,148.1803,104.750,0.000,0.000,"6.500 OD 4.000 ID 1.250 WALL  ",PLI,"DEFAULT                            "
"AT06.500-04.000 HF 4140 125KSI                                        ",50047,6.5000,4.0000,1.2500,"HF 4140 125KSI..              ",70.089,113.1812,1046.662,0.000,0.000,"6.500 OD 4.000 ID 1.250 WALL  ",PLI,"STB13                              "
"AT06.500-04.000 HF 4140 125KSI++                                      ",52167,6.5000,4.0000,1.2500,"HF 4140 125KSI++..            ",70.089,99.7642,1006.002,0.000,37.469,"6.500 OD 4.000 ID 1.250 WALL  ",PLI,"STB13                              "
"AT06.500-04.000 HF API C110 QT                                        ",51699,6.5000,4.0000,1.2500,"HF API C110 QT                ",70.089,0.0000,0.000,0.000,0.000,"6.500 OD 4.000 ID 1.250 WALL  ",PLI,"DEFAULT                            "
"AT06.500-04.250 HF 4130M LN80 QT                                      ",50294,6.5000,4.2500,1.1250,"HF 4130M LN80 QT              ",64.582,87.8308,0.000,0.000,0.000,"6.500 OD 4.250 ID 1.125 WALL  ",PLI,"STB09                              "
"AT06.500-04.250 HF 4140 LN80 QT                                       ",50543,6.5000,4.2500,1.1250,"HF 4140 LN80 QT               ",64.582,60.1710,0.000,0.000,0.000,"6.500 OD 4.250 ID 1.125 WALL  ",PLI,"STB05                              "
"AT06.500-04.380 HF 4140 125KSI QT                                     ",51859,6.5000,4.3800,1.0600,"HF 4140 125KSI..              ",61.586,83.6322,1122.832,0.000,0.000,"6.500 OD 4.380 ID 1.060 WALL  ",PLI,"STB13                              "
"AT06.500-04.380 HF 4140 125KSI QT++                                   ",51047,6.5000,4.3800,1.0600,"HF 4140 125KSI++..            ",61.586,85.5837,1822.751,0.000,0.000,"6.50 OD 4.38 ID 1.00 WALL     ",PLI,"STB13                              "
"AT06.500-04.380 HF API P110 QT                                        ",51488,6.5000,4.3800,1.0600,"HF API P110 QT                ",61.586,68.0588,0.000,0.000,0.000,"6.500 OD 4.380 ID 1.060 WALL  ",PLI,"DEFAULT                            "
"AT06.500-04.500 HF 4130M  QT 344/388                                  ",51301,6.5000,4.5000,1.0000,"HF  4130M  QT 344/388..       ",58.741,87.6941,5.000,0.000,0.000,"6.500 OD 4.500 ID 1.000 WALL  ",PLI,"DEFAULT                            "
"AT06.500-04.500 HF 4130M 125 KSI QT                                   ",50135,6.5000,4.5000,1.0000,"HF 4130M 125 KSI QT           ",58.741,70.1525,0.000,0.000,0.000,"6.500 OD 4.500 ID 1.000 WALL  ",PLI,"STB11                              "
"AT06.500-04.500 HF 4130M LN80 QT                                      ",50293,6.5000,4.5000,1.0000,"HF 4130M LN80 QT              ",58.741,108.6638,22.083,0.000,0.000,"6.500 OD 4.500 ID 1.000 WALL  ",PLI,"STB09                              "
"AT06.500-04.500 HF 4140 125KSI QT                                     ",50444,6.5000,4.5000,1.0000,"HF 4140 125KSI ..             ",58.741,87.4312,2011.001,0.000,0.000,"6.500 OD 4.500 ID 1.000 WALL  ",PLI,"STB13                              "
"AT06.500-04.500 HF 4140 125KSI QT++                                   ",52065,6.5000,4.5000,1.0000,"HF 4140 125++..               ",58.741,81.0115,4913.754,0.000,183.672,"6.500 OD 4.500 ID 1.000 WALL  ",PLI,"STB13                              "
"AT06.500-04.500 HF 4140 LN80 QT                                       ",50380,6.5000,4.5000,1.0000,"HF 4140 LN80 QT               ",58.741,84.1023,0.000,0.000,0.000,"6.500 OD 4.500 ID 1.000 WALL  ",PLI,"STB05                              "
"AT06.500-04.750 HF 4130M 110-125KSI QT                                ",50904,6.5000,4.7500,0.8750,"HF 4130M 110-125..            ",52.566,96.5900,24.833,0.000,0.000,"6.500 OD 4.750 ID .875 WALL   ",PLI,"DEFAULT                            "
"AT06.500-04.750 HF 4130M 125KSIQT                                     ",50136,6.5000,4.7500,0.8750,"HF 4130M 125 KSI..            ",52.566,67.7625,113.667,0.000,0.000,"6.500 OD 4.750 ID .875 WALL   ",PLI,"STB11                              "
"AT06.500-04.750 HF 4140 125KSI QT                                     ",50230,6.5000,4.7500,0.8750,"HF 4140 125KSI ..             ",52.566,83.9501,1799.416,0.000,16.250,"6.500 OD 4.750 ID .875 WALL   ",PLI,"STB13                              "
"AT06.500-05.250 HF 4140 125KSI QT                                     ",50231,6.5000,5.2500,0.6250,"HF 4140 125KSI                ",39.216,48.2081,628.582,0.000,0.000,"6.500 OD 5.250 ID .625 WALL   ",PLI,"STB13                              "
"AT06.565-04.813 HF 4130M7 125 KSI QT                                  ",51135,6.5650,4.8130,0.8760,"HF  4130M7 125 KSI QT..       ",53.225,46.8472,422.833,0.000,0.000,"6.565 OD 4.813 ID .876 WALL   ",PLI,"DEFAULT                            "
"AT06.565-05.000 HF 4140 P110 QT                                       ",51707,6.5650,5.0000,0.7820,"HF 4140 P110 QT               ",48.326,0.0000,0.000,0.000,0.000,"6.565 OD 5.000 ID .782 WALL   ",PLI,"STB06                              "
"AT06.570-04.970 HF 4140 P110 QT                                       ",51706,6.5700,4.9700,0.8000,"HF 4140 P110 QT               ",49.300,0.0000,0.000,0.000,0.000,"6.570 OD 4.970 ID .800 WALL   ",PLI,"DEFAULT                            "
"AT06.575-05.180 HF 4130M7  QT/SR 207/241                              ",51450,6.5750,5.1800,0.6980,"HF 4130M7  QT/SR 207/241      ",43.784,0.0000,6.083,0.000,0.000,"6.575 OD 5.180 ID .698 WALL   ",PLI,"DEFAULT                            "
"AT06.625-03.750 HF 4130M7  NQT 301 MAX                                ",51180,6.6250,3.7500,1.4370,"HF  4130M7  NQT 301 MAX       ",79.642,0.0000,4.083,0.000,0.000,"6.625 OD 3.750 ID 1.437 WALL  ",PLI,"DEFAULT                            "
"AT06.625-04.250 HF 4130M  NQT 262/311                                 ",51982,6.6250,4.2500,1.1875,"HF 4130M  NQT 262/311         ",68.962,0.0000,21.916,0.000,0.000,"6.625 OD 4.250 ID 1.188 WALL  ",PLI,"DEFAULT                            "
"AT06.625-04.250 HF 4130M LN80 QT                                      ",50137,6.6250,4.2500,1.1875,"HF 4130M LN80                 ",68.962,106.0876,407.502,515.333,0.000,"6.625 OD 4.250 ID 1.1875 WALL ",PLI,"STB09                              "
"AT06.625-04.250 HF 4130M T95 NQT                                      ",52468,6.6250,4.2500,1.1875,"HF 4130M T95 NQT              ",68.962,0.0000,10.499,0.000,0.000,"6.625 OD 4.250 ID 1.1875 WALL ",PLI,"DEFAULT                            "
"AT06.625-04.500 HF 4130 80 KSI QT                                     ",51161,6.6250,4.5000,1.0630,"HF  4130 80 KSI QT            ",63.121,0.0000,0.000,0.000,0.000,"6.625 OD 4.500 ID 1.063 WALL  ",PLI,"DEFAULT                            "
"AT06.625-04.500 HF 4130 LN80 QT                                       ",50048,6.6250,4.5000,1.0625,"HF 4130 LN80 QT               ",63.121,77.5255,0.000,0.000,0.000,"6.625 OD 4.500 ID 1.0625 WALL ",PLI,"STB01                              "
"AT06.625-04.500 HF 4130M 110-125KSI QT                                ",51783,6.6250,4.5000,1.0630,"HF 4130M 110-125KSI QT        ",63.121,54.6041,5.000,0.000,0.000,"6.625 OD 4.500 ID 1.063 WALL  ",PLI,"DEFAULT                            "
"AT06.625-04.500 HF 4130M LN80 QT                                      ",51419,6.6250,4.5000,1.0625,"HF 4130M LN80 QT              ",63.121,0.0000,0.000,0.000,0.000,"6.625 OD 4.500 ID 1.063 WALL  ",PLI,"DEFAULT                            "
"AT06.625-04.500 HF 4130M Q125 NQT                                     ",51455,6.6250,4.5000,1.0630,"HF 4130M Q125 NQT             ",63.121,35.1330,0.000,0.000,0.000,"6.625 OD 4.500 ID 1.063 WALL  ",PLI,"DEFAULT                            "
"AT06.625-04.897 HF 4130  NQT 226/264BHN                               ",51909,6.6250,4.8970,0.8640,"HF 4130  NQT 226/264BHN       ",53.161,0.0000,10.915,0.000,0.000,"6.625 OD 4.897 ID .864 WALL   ",PLI,"DEFAULT                            "
"AT06.625-04.897 HF 4130 LN80 QT                                       ",50138,6.6250,4.8970,0.8640,"HF 4130 LN80 QT.              ",53.161,68.9230,527.000,0.000,0.000,"6.625 OD 4.897 ID .864 WALL   ",PLI,"STB01                              "
"AT06.625-04.897 HF API 5L X6OPSL2                                     ",50739,6.6250,4.8970,0.8640,"HF API 5L X6QO..              ",53.161,39.8857,242.083,0.000,0.000,"6.625 OD 4.897 ID .864 WALL   ",PLI,"DEFAULT                            "
"AT06.625-04.897 HF API X65 QT                                         ",50586,6.6250,4.8970,0.8640,"HF API X65 QT..               ",53.161,49.7000,470.750,0.000,0.000,"6.625 OD 4.897 ID .864 WALL   ",PLI,"DEFAULT                            "
"AT06.625-05.187 HF 4130 LN80 QT                                       ",50139,6.6250,5.1870,0.7190,"HF 4130 LN80 QT               ",45.352,57.0276,337.747,0.000,0.000,"6.625 OD 5.187 ID .719 WALL   ",PLI,"STB01                              "
"AT06.625-05.187 HF API X65 QT                                         ",50674,6.6250,5.1870,0.7190,"HF API X65 QT                 ",45.352,59.4338,0.000,0.000,0.000,"6.625 OD 5.187 ID .719 WALL   ",PLI,"DEFAULT                            "
"AT06.625-05.501 HF 4130 LN80 QT                                       ",50374,6.6250,5.5010,0.5620,"HF 4130 LN80 QT               ",36.392,38.1725,0.000,0.000,0.000,"6.625 OD 5.501 ID .562 WALL   ",PLI,"STB01                              "
"AT06.625-05.501 HF API 5L X-65                                        ",51058,6.6250,5.5010,0.5620,"HF API 5L X-65                ",36.392,0.0000,7.167,0.000,0.000,"6.625 OD 5.501 ID .562 WALL   ",PLI,"DEFAULT                            "
"AT06.625-05.791 HF API P110 QT                                        ",51828,6.6250,5.7910,0.4170,"HF API P110 QT                ",27.648,0.0000,34.084,0.000,0.000,"6.625 OD 5.791 ID .417 WALL   ",PLI,"DEFAULT                            "
"AT06.666-05.000 HF 4140 125 KSI QT                                    ",50862,6.6660,5.0000,0.8330,"HF 4140 125 KSI QT            ",51.894,0.0000,0.000,0.000,0.000,"6.666 OD 5.000 ID .833 WALL   ",PLI,"STB13                              "
"AT06.750-02.250 HF 4140 110 KSI QT                                    ",51661,6.7500,2.2500,2.2500,"HF 4140 110 KSI QT            ",108.137,130.6733,0.000,0.000,0.000,"6.750 OD 2.250 ID 2.250 WALL  ",PLI,"DEFAULT                            "
"AT06.750-02.940 HF 4340 125 KSI NQT                                   ",51432,6.7500,2.9400,1.9050,"HF 4340 125 KSI NQT           ",98.575,0.0000,4.500,0.000,0.000,"6.750 OD 2.940 ID 1.905 WALL  ",PLI,"DEFAULT                            "
"AT06.750-03.250 HF 8630  AR                                           ",52018,6.7500,3.2500,1.7500,"HF 8630  AR                   ",93.451,0.0000,23.167,0.000,0.000,"6.750 OD 3.250 ID 1.750 WALL  ",PLI,"DEFAULT                            "
"AT06.750-03.250 HF 8630 125 KSI NQT                                   ",52414,6.7500,3.2500,1.7500,"HF 8630 125 KSI NQT           ",93.451,0.0000,0.000,0.000,0.000,"6.750 OD 3.250 ID 1.750 WALL  ",PLI,"DEFAULT                            "
"AT06.750-03.750 HF 4130M7 NQT 277-326BHN                              ",51946,6.7500,3.7500,1.5000,"HF 4130M7 277-326..           ",84.106,251.4150,156.250,0.000,0.000,"6.750 OD 3.750 ID 1.500 WALL  ",PLI,"DEFAULT                            "
"AT06.750-03.750 HF 4140 125KSI QT++                                   ",52212,6.7500,3.7500,1.5000,"HF 4140 125KSI QT++           ",84.106,106.6965,1294.662,0.000,1697.000,"6.750 OD 3.750 ID 1.500 WALL  ",PLI,"DEFAULT                            "
"AT06.750-03.750 HF 8620  AR                                           ",51561,6.7500,3.7500,1.5000,"HF 8620  AR                   ",84.106,0.0000,0.000,0.000,0.000,"6.750 OD 3.750 ID 1.500 WALL  ",PLI,"DEFAULT                            "
"AT06.750-04.000 HF 4140 125KSI QT                                     ",50249,6.7500,4.0000,1.3750,"HF 4140 125KSI                ",78.933,122.3121,1715.166,0.000,8.000,"6.750 OD 4.000 ID 1.375 WALL  ",PLI,"STB13                              "
"AT06.750-04.000 HF 4140 125KSI QT++                                   ",52114,6.7500,4.0000,1.3750,"HF 4140 125KSI QT++           ",78.933,109.8792,31.917,0.000,0.646,"6.750 OD 4.000 ID 1.375 WALL  ",PLI,"STB13                              "
"AT06.750-04.000 HF 4140 150KSI NQT                                    ",52613,6.7500,4.0000,1.3750,"HF 4140 150KSI NQT            ",78.933,0.0000,8.667,0.000,0.000,"6.750 OD 4.000 ID 1.375 WALL  ",PLI,"DEFAULT                            "
"AT06.750-04.000 HF 4340 125 KSI NQT                                   ",52336,6.7500,4.0000,1.3750,"HF 4340 125 KSI NQT           ",78.933,0.0000,1.667,0.000,0.000,"6.750 OD 4.000 ID 1.375 WALL  ",PLI,"DEFAULT                            "
"AT06.750-04.250 HF 8620  NORM                                         ",51923,6.7500,4.2500,1.2500,"HF 8620  NORM                 ",73.426,0.0000,17.082,0.000,0.000,"6.750 OD 4.250 ID 1.250 WALL  ",PLI,"DEFAULT                            "
"AT06.750-04.500 HF 4130 LN80 QT                                       ",50592,6.7500,4.5000,1.1250,"HF 4130 LN80 QT               ",67.585,65.2296,0.000,0.000,0.000,"6.750 OD 4.500 ID 1.125 WALL  ",PLI,"STB01                              "
"AT06.750-04.500 HF 4130 LN80 QT++                                     ",52012,6.7500,4.5000,1.1250,"HF 4130 LN80 QT++             ",67.585,0.0000,0.000,0.000,0.000,"6.750 OD 4.500 ID 1.125 WALL  ",PLI,"DEFAULT                            "
"AT06.750-04.500 HF 4140  NQT                                          ",51834,6.7500,4.5000,1.1250,"HF 4140 NQT 262-302           ",67.585,0.0000,44.166,0.000,0.000,"6.750 OD 4.500 ID 1.125 WALL  ",PLI,"DEFAULT                            "
"AT06.750-04.500 HF 4140 125KSI QT                                     ",50250,6.7500,4.5000,1.1250,"HF 4140 125KSI QT             ",67.585,76.5493,450.084,1794.167,0.000,"6.750 OD 4.500 ID 1.125 WALL  ",PLI,"STB13                              "
"AT06.750-04.500 HF 4140 125KSI QT++                                   ",52173,6.7500,4.5000,1.1250,"HF 4140 125KSI QT++           ",67.585,90.6919,6.417,0.000,0.000,"6.750 OD 4.500 ID 1.125 WALL  ",PLI,"STB13                              "
"AT06.750-04.750 HF 4140 P110 QT                                       ",50232,6.7500,4.7500,1.0000,"HF 4140 P110 QT               ",61.411,71.5814,0.000,0.000,0.000,"6.750 OD 4.750 ID 1.000 WALL  ",PLI,"STB13                              "
"AT06.750-04.750 HF 8620 AR                                            ",52651,6.7500,4.7500,1.0000,"HF 8620 AR                    ",61.411,0.0000,0.000,0.000,0.000,"6.750 OD 4.750 ID 1.000 WALL  ",PLI,"DEFAULT                            "
"AT06.750-05.000 HF 4140 125 KSI QT                                    ",50295,6.7500,5.0000,0.8750,"HF 4140 125 KSI QT            ",54.903,72.4727,0.000,0.000,0.000,"6.750 OD 5.000 ID .875 WALL   ",PLI,"STB13                              "
"AT06.750-05.250 HF 4130M7  QT 255 BHN MAX                             ",51750,6.7500,5.2500,0.7500,"HF 4130M7  QT 255 BHN MAX     ",48.061,0.0000,0.000,0.000,0.000,"6.750 OD 5.250 ID .750 WALL   ",PLI,"DEFAULT                            "
"AT07.000-02.000 HF 4130M7  AR                                         ",52325,7.0000,2.0000,2.5000,"HF 4130M7  AR                 ",120.152,186.8342,0.000,0.000,0.000,"7.000 OD 2.000 ID 2.500 WALL  ",PLI,"DEFAULT                            "
"AT07.000-02.000 HF 4130M7  NQT 271/326                                ",51782,7.0000,2.0000,2.5000,"HF 4130M7  NQT 271/326        ",120.152,234.7923,181.084,0.000,1.667,"7.000 OD 2.000 ID 2.500 WALL  ",PLI,"DEFAULT                            "
"AT07.000-02.000 HF 4340 301-352 QT                                    ",50774,7.0000,2.0000,2.5000,"HF 4340 301-352..             ",120.152,135.9172,0.000,0.000,0.000,"7.000 OD 2.000 ID 2.500 WALL  ",PLI,"DEFAULT                            "
"AT07.000-02.500 HF 4130M7  ANN                                        ",51634,7.0000,2.5000,2.2500,"HF 4130M7  ANN                ",114.144,0.0000,0.000,0.000,0.000,"7.000 OD 2.500 ID 2.250 WALL  ",PLI,"DEFAULT                            "
"AT07.000-02.500 HF 4330V 150 KSI NQT                                  ",52479,7.0000,2.5000,2.2500,"HF 4330V 150 KSI NQT          ",114.144,0.0000,7.833,0.000,0.000,"7.000 OD 2.500 ID 2.250 WALL  ",PLI,"STB29                              "
"AT07.000-02.500 HF 4340 125-150 KSI NQT                               ",51334,7.0000,2.5000,2.2500,"HF 4340 125-150 KSI NQT       ",114.144,0.0000,0.000,0.000,0.000,"7.000 OD 2.500 ID 2.250 WALL  ",PLI,"DEFAULT                            "
"AT07.000-02.687 HF 4130M7 T95 QT                                      ",50947,7.0000,2.6870,2.1565,"HF 4130M7 T95 QT              ",111.554,0.0000,3.000,0.000,0.000,"7.000 OD 2.687 ID 2.157 WALL  ",PLI,"DEFAULT                            "
"AT07.000-03.000 HF 4130M7  NQT 217/255                                ",52275,7.0000,3.0000,2.0000,"HF 4130M7  NQT 217/255        ",106.802,0.0000,10.500,0.000,2.708,"7.000 OD 3.000 ID 2.000 WALL  ",PLI,"DEFAULT                            "
"AT07.000-03.000 HF 4140 125KSI QT                                     ",52174,7.0000,3.0000,2.0000,"HF 4140 125KSI QT             ",106.802,0.0000,0.000,0.000,0.000,"7.000 OD 3.000 ID 2.000 WALL  ",PLI,"DEFAULT                            "
